uid,id.orig_p,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,ip_proto,device
CQs4JOoGjXwNB0VQ6,54729,80,tcp,http,0.017907,201,885,SF,T,T,0,ShADadfF,6,521,5,1153,-,6,HueSwitch
COkTi64j1AXYfEGfLe,47452,80,tcp,http,0.023150,201,885,SF,T,T,0,ShADadfF,6,521,5,1153,-,6,HueSwitch
CSaJNR3OqLTpFeRIda,60035,80,tcp,http,0.018425,201,885,SF,T,T,0,ShADadfF,6,521,5,1153,-,6,HueSwitch
COW32N1GWNb9ChfuGh,43412,80,tcp,http,0.019541,201,885,SF,T,T,0,ShADadfF,6,521,5,1153,-,6,HueSwitch
CC2uNr361KlJmckoDj,37872,123,udp,ntp,0.012733,48,48,SF,T,F,0,Dd,1,76,1,76,-,17,HueSwitch
CwK8DC1RPQvkLcM4V7,35280,80,tcp,http,0.017714,201,885,SF,T,T,0,ShADadfF,6,521,5,1153,-,6,HueSwitch
CFfcCzBHCHXakAXa2,52877,80,tcp,http,0.013699,201,885,SF,T,T,0,ShADadfF,6,521,5,1153,-,6,HueSwitch
CEgAT02WcNFJ7dDk4c,53240,80,tcp,http,0.018818,201,885,SF,T,T,0,ShADadfF,6,521,5,1153,-,6,HueSwitch
Ca9kgp1zZygwpJ2g0e,46240,80,tcp,http,0.017681,201,885,SF,T,T,0,ShADadftF,7,585,6,2073,-,6,HueSwitch
CK5Vmf1NW25BJovQCi,56423,80,tcp,http,0.018719,201,885,SF,T,T,0,ShADadftF,7,585,6,2073,-,6,HueSwitch
CqGd9n30Z6eokmQaP8,58125,80,tcp,http,0.029242,201,885,SF,T,T,0,ShADadfF,6,521,5,1153,-,6,HueSwitch
CYgdVa3Z1kGFJHqa3l,39098,80,tcp,http,0.018541,201,885,SF,T,T,0,ShADadfF,6,521,5,1153,-,6,HueSwitch
CvE2KovM8fHKOwWV9,32862,80,tcp,http,0.017608,201,885,SF,T,T,0,ShADadfF,6,521,5,1153,-,6,HueSwitch
CCErDt1IhnycB64mQ6,52146,80,tcp,http,0.018539,201,885,SF,T,T,0,ShADadfF,6,521,5,1153,-,6,HueSwitch
CJqqWrQqfJzXAgNTg,40486,80,tcp,http,0.024739,193,4563,SF,T,T,0,ShADadftF,11,785,11,5162,-,6,HueSwitch
CBQjBC4GR4sZDr2bib,58876,80,tcp,http,0.009361,201,885,SF,T,T,0,ShADadfF,6,521,5,1153,-,6,HueSwitch
CJq6oq3775RYiAFtt1,50653,80,tcp,http,0.018302,201,885,SF,T,T,0,ShADadfF,6,521,5,1153,-,6,HueSwitch
CPuAUv2SbBRruFqblk,45355,80,tcp,http,0.018010,201,885,SF,T,T,0,ShADadftF,7,585,6,2073,-,6,HueSwitch
CQGmGDtTQXHZgD3P5,50434,80,tcp,http,0.019788,201,885,SF,T,T,0,ShADadfF,6,521,5,1153,-,6,HueSwitch
CqYwn93CEeFSvp58M4,58367,80,tcp,http,0.020556,201,885,SF,T,T,0,ShADadfF,6,521,5,1153,-,6,HueSwitch
Cf0Rdg4KwxuvRJ4HOl,38099,80,tcp,http,0.020801,201,885,SF,T,T,0,ShADadfF,6,521,5,1153,-,6,HueSwitch
C7YSRK2KR2KY1XuTli,59934,80,tcp,http,0.022235,201,885,SF,T,T,0,ShADadfF,6,521,5,1153,-,6,HueSwitch
CJaWHE4EYwgIs8qf7e,53942,80,tcp,http,0.012874,201,885,SF,T,T,0,ShADadftF,7,585,6,2073,-,6,HueSwitch
C1Kq5n4au6ZJaidGde,59421,80,tcp,http,0.019261,201,885,SF,T,T,0,ShADadfF,6,521,5,1153,-,6,HueSwitch
Cm3P3Z1wysroDx1Fa3,45507,80,tcp,http,0.017762,201,885,SF,T,T,0,ShADadfF,6,521,5,1153,-,6,HueSwitch
CWD91W2Z1jwxUPC0fl,48434,80,tcp,http,0.017939,201,885,SF,T,T,0,ShADadfF,6,521,5,1153,-,6,HueSwitch
C0ycP14GwK9QXI4Jnl,37103,80,tcp,http,0.019059,201,885,SF,T,T,0,ShADadfF,6,521,5,1153,-,6,HueSwitch
CLRVGr4O0qWqRf2iAd,37796,80,tcp,http,0.023143,201,885,SF,T,T,0,ShADadfF,6,521,5,1153,-,6,HueSwitch
CZB9GR3hbXURkMv8Mi,49513,80,tcp,http,0.018714,201,885,SF,T,T,0,ShADadfF,6,521,5,1153,-,6,HueSwitch
Cw3RYg4Jt9yeFgvvQg,46137,80,tcp,http,0.017861,201,885,SF,T,T,0,ShADadfF,6,521,5,1153,-,6,HueSwitch
CE43m81Y7ksZT5MAac,42047,80,tcp,http,0.018001,201,885,SF,T,T,0,ShADadftF,7,585,6,2073,-,6,HueSwitch
CAfbCM1pIMgtCTKBz3,56763,80,tcp,http,0.018645,201,885,SF,T,T,0,ShADadfF,6,521,5,1153,-,6,HueSwitch
CiEnxE4hRTinPOGO84,40516,80,tcp,http,0.024855,193,4563,SF,T,T,0,ShADadftF,10,733,10,6327,-,6,HueSwitch
C7dMlj2ykMBc508QQg,52834,80,tcp,http,0.018052,201,885,SF,T,T,0,ShADadfF,6,521,5,1153,-,6,HueSwitch
CMaNBx36uOM0rHEXja,58741,80,tcp,http,0.018959,201,885,SF,T,T,0,ShADadfF,6,521,5,1153,-,6,HueSwitch
C7XXi14oH0Hi8dWpxb,33279,80,tcp,http,0.009400,201,885,SF,T,T,0,ShADadfF,6,521,5,1153,-,6,HueSwitch
Cvpif3RQc1sZln9U2,36018,80,tcp,http,0.011625,201,885,SF,T,T,0,ShADadfF,6,521,5,1153,-,6,HueSwitch
CUFbHb1wznjUTOq2Rf,41663,123,udp,ntp,0.012586,48,48,SF,T,F,0,Dd,1,76,1,76,-,17,HueSwitch
CYLWsjwkaRQX39kC1,52844,80,tcp,http,0.017486,201,885,SF,T,T,0,ShADadfF,6,521,5,1153,-,6,HueSwitch
Cuwu1o2kezsaYPoJkc,33773,123,udp,ntp,0.004761,48,48,SF,T,F,0,Dd,1,76,1,76,-,17,HueSwitch
CITX5r1Vq63H2Letod,39012,123,udp,ntp,0.015917,48,48,SF,T,F,0,Dd,1,76,1,76,-,17,HueSwitch
C1KvvI125gTEeDRw26,45215,80,tcp,http,0.019266,201,885,SF,T,T,0,ShADadftF,7,585,6,2073,-,6,HueSwitch
CQYiKu4wUVaHW2YTM7,39785,123,udp,ntp,0.006398,48,48,SF,T,F,0,Dd,1,76,1,76,-,17,HueSwitch
CATzoO33sxQ1ymlKYh,45554,80,tcp,http,0.010611,201,885,SF,T,T,0,ShADadfF,6,521,5,1153,-,6,HueSwitch
COAn8Y2RKkZV4BxoFd,1900,1900,udp,-,51.760838,3720,0,S0,T,T,0,D,12,4056,0,0,-,17,HueSwitch
COvhZZ1F5dcWbOOgc,55057,80,tcp,http,0.540832,234,206,SF,T,F,0,ShADadFf,6,554,4,422,-,6,D-LinkHomeHub
CSnNfM3e0V2QeyASPe,43695,80,tcp,http,0.303993,304,493,SF,T,F,0,ShADadFf,6,624,4,709,-,6,D-LinkHomeHub
C7IKOS2v2qdLaEss91,54756,80,tcp,http,1.332882,137,201,SF,T,F,0,ShADadFf,6,457,4,417,-,6,D-LinkHomeHub
Cf8RDCSt8DeTsbKOj,42862,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,60,0,0,-,17,D-LinkHomeHub
Ci21Qf2UBVUjQFsfRg,50256,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,66,0,0,-,17,D-LinkHomeHub
C1Xk2zZoYtImNg8A,45119,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,60,0,0,-,17,D-LinkHomeHub
Cuus0FazgxDirdHId,44210,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,99,0,0,-,17,D-LinkHomeHub
CG7ltt3ELL3eHqksk2,33920,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,60,0,0,-,17,D-LinkHomeHub
CRxR9F4smOACwgDboj,52096,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,63,0,0,-,17,D-LinkHomeHub
CdDBo01qR3cnSKSKSf,41855,443,tcp,ssl,0.516384,881,4369,RSTO,T,F,0,ShADadR,11,1461,9,4845,-,6,D-LinkHomeHub
CCJqIX3ZNUN10QMvH2,41856,443,tcp,ssl,0.223350,902,478,RSTO,T,F,0,ShADadR,7,1274,7,850,-,6,D-LinkHomeHub
CEZijv15S6klUx2Vej,41859,443,tcp,ssl,0.264698,1692,364,SF,T,F,0,ShADadFfR,9,2144,8,788,-,6,D-LinkHomeHub
CBK5vb3PWsn0ECbyS4,33364,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,63,0,0,-,17,D-LinkHomeHub
CROJp61Caswqgj6rbh,5353,5353,udp,dns,14.793807,4356,0,S0,T,T,0,D,25,5056,0,0,-,17,D-LinkHomeHub
CIhPJE1kCkMC1EJXA3,41860,443,tcp,ssl,0.225432,900,478,RSTO,T,F,0,ShADadR,7,1272,7,850,-,6,D-LinkHomeHub
CA50yC2eJcfoi3w5Xd,41862,443,tcp,ssl,0.232561,1467,364,SF,T,F,0,ShADadFfR,9,1919,8,788,-,6,D-LinkHomeHub
CBxV2q46bacNoqc01,5353,5353,udp,dns,-,-,-,S0,T,T,0,D,1,577,0,0,-,17,D-LinkHomeHub
CcWAW54aDkoCBj0NK1,135,136,icmp,-,-,-,-,OTH,T,F,0,-,1,64,0,0,-,58,D-LinkHomeHub
CLdT9JxC5ojYdHIQ8,68,67,udp,dhcp,0.001476,626,0,S0,T,T,0,D,2,682,0,0,-,17,D-LinkHomeHub
CKoSdX1K3A5wu640Bd,68,67,udp,-,-,-,-,OTH,T,T,0,^c,0,0,0,0,-,17,D-LinkHomeHub
CmhgyP17aqTORPzSr4,37439,123,udp,ntp,0.099439,48,48,SF,T,F,0,Dd,1,76,1,76,-,17,D-LinkHomeHub
C2TE4s4lUr9n0XZnS8,133,134,icmp,-,-,-,-,OTH,T,F,0,-,1,56,0,0,-,58,D-LinkHomeHub
CD7eal1c2fb6BEuCb,143,0,icmp,-,-,-,-,OTH,T,F,0,-,1,76,0,0,-,58,D-LinkHomeHub
CfWfOmtpVsQvo29T1,60044,80,tcp,http,1.385566,137,201,SF,T,F,0,ShADadFf,6,457,4,417,-,6,D-LinkHomeHub
CE8TiZl6RDNb8c2Fc,59871,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,60,0,0,-,17,D-LinkHomeHub
CTPyC4ehGM7sgDS68,52405,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,60,0,0,-,17,D-LinkHomeHub
C9VUE41oMCGJFWJKud,45494,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,99,0,0,-,17,D-LinkHomeHub
Ct0Oh54rbQ79leGfa4,46367,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,60,0,0,-,17,D-LinkHomeHub
C8I6PyUZr9X8mSny9,33013,80,tcp,-,0.003311,0,0,RSTR,T,T,0,Fr,1,52,1,40,-,6,D-LinkHomeHub
CA8xdt34H5vf06JH71,5353,5353,udp,dns,6.506050,4147,0,S0,T,T,0,D,21,4735,0,0,-,17,D-LinkHomeHub
CEAqnv1HYDqYAcHYG5,143,0,icmp,-,27.720553,60,0,OTH,T,F,0,-,3,228,0,0,-,58,D-LinkHomeHub
CC5XFiKUs8Zm07UPa,35507,1900,udp,-,24.468443,6706,0,S0,T,T,0,D,24,7378,0,0,-,17,D-LinkHomeHub
CMptmt3h913AzgCGO3,44009,443,tcp,ssl,0.801074,863,4653,RSTO,T,F,0,ShADadR,12,1495,9,5129,-,6,D-LinkHomeHub
CHRPsO3NCvYDtICuYh,44011,443,tcp,ssl,1.017684,1593,4685,SF,T,F,0,ShADadFfR,14,2305,11,5265,-,6,D-LinkHomeHub
CzQwQWFf8951H0NMh,46687,80,tcp,http,0.509855,199,206,SF,T,F,0,ShADadFf,6,519,4,422,-,6,D-LinkHomeHub
CIvQF8255C67h0f0S5,44012,443,tcp,ssl,2.177443,735,4493,RSTO,T,F,0,ShADadR,12,1367,9,4969,-,6,D-LinkHomeHub
CsaOKr2COHLhHoPeOl,38628,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,63,0,0,-,17,D-LinkHomeHub
CtypYfpc7MYjfMJ6e,39306,80,tcp,http,0.202767,308,493,SF,T,F,0,ShADadFf,6,628,4,709,-,6,D-LinkHomeHub
Cd0ZkDIz8Qz0ogzrj,36500,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,60,0,0,-,17,D-LinkHomeHub
CisvQ115XqG6o9tSLa,33772,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,66,0,0,-,17,D-LinkHomeHub
C1PBYWRWwtNXM7tuj,38687,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,65,0,0,-,17,D-LinkHomeHub
CfJca93eBz8gml5PJc,59919,80,tcp,http,1.925867,204,196429,SF,T,F,0,ShADadFf,87,3704,147,202321,-,6,D-LinkHomeHub
Cmoz069qpW6hJ047j,59439,443,tcp,ssl,5.552245,1609,5122,SF,T,F,0,ShADadFfR,20,2429,17,5814,-,6,D-LinkHomeHub
CzVm164WPGlsQgYfN7,59441,443,tcp,ssl,2.936254,543,4024,SF,T,F,0,ShADadtFfR,16,1215,15,4689,-,6,D-LinkHomeHub
C229yt1reJwZPgiU4,59642,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,63,0,0,-,17,D-LinkHomeHub
CYpMUy4AQ04CSvbev9,37705,443,tcp,ssl,0.612281,885,4345,RSTO,T,F,0,ShADadR,10,1413,9,4821,-,6,D-LinkHomeHub
C1MUcbvnFD9tQE2W9,40549,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,72,0,0,-,17,D-LinkHomeHub
CGfZ7q4lJBoLaCcVic,37706,443,tcp,ssl,0.944348,898,564,RSTO,T,F,0,ShADadR,7,1270,7,936,-,6,D-LinkHomeHub
C0LoZH3bVnoUpZvS7k,5353,5353,udp,dns,12.113266,7981,0,S0,T,T,0,D,37,9017,0,0,-,17,D-LinkHomeHub
C1qCIQ2b7LtEXPiSd9,49502,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,63,0,0,-,17,D-LinkHomeHub
CefKGj7r1zVlrhRJf,32901,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,65,0,0,-,17,D-LinkHomeHub
C96xtJ1vTNcbPlistf,143,0,icmp,-,-,-,-,OTH,T,F,0,-,1,76,0,0,-,58,D-LinkHomeHub
Co0KD24QmkX0iFgtbd,135,136,icmp,-,-,-,-,OTH,T,F,0,-,1,64,0,0,-,58,D-LinkHomeHub
CEDuka3nOLvBcnkNG9,68,67,udp,dhcp,0.001474,630,0,S0,T,T,0,D,2,686,0,0,-,17,D-LinkHomeHub
C4VYJZxKu3O5melv3,68,67,udp,-,-,-,-,OTH,T,T,0,^c,0,0,0,0,-,17,D-LinkHomeHub
C1UiEf420tYVIE2lz2,36931,123,udp,ntp,0.165314,48,48,SF,T,F,0,Dd,1,76,1,76,-,17,D-LinkHomeHub
C68qLCQBvBT9rhbR7,133,134,icmp,-,-,-,-,OTH,T,F,0,-,1,56,0,0,-,58,D-LinkHomeHub
Czm7a61h6Vxlb90OJ8,143,0,icmp,-,2.636029,40,0,OTH,T,F,0,-,2,152,0,0,-,58,D-LinkHomeHub
CBcxW6U7kJPnk9ueg,48970,1900,udp,-,0.056974,4604,0,S0,T,T,0,D,16,5052,0,0,-,17,D-LinkHomeHub
CechVt1cd7UUdrt3i3,143,0,icmp,-,-,-,-,OTH,T,F,0,-,1,76,0,0,-,58,D-LinkHomeHub
C3SQSY3kH6RUBGRrFg,133,134,icmp,-,69.369867,48,0,OTH,T,F,0,-,6,336,0,0,-,58,D-LinkHomeHub
C8Eewb2BkBHH5oKiWh,50669,443,tcp,ssl,30.111030,587,3981,S1,T,F,0,ShADad,19,1367,18,4713,-,6,D-LinkHomeHub
CN5tbb4C8viaMGW7pi,38382,123,udp,ntp,0.104673,48,48,SF,T,F,0,Dd,1,76,1,76,-,17,D-LinkHomeHub
CaJ2ql2mPGkgN8nir5,0,0,unknown_transport,-,69.833828,0,0,OTH,T,T,0,-,9,408,0,0,-,2,D-LinkHomeHub
C110D81Fnlbscd2B0d,57963,80,tcp,http,26.018368,5472,7264,S3,T,T,0,ShADadtf,17,6364,18,8208,-,6,D-LinkHomeHub
Cu8kHX2HruKNukQjol,3961,8443,tcp,ssl,1.364283,40316,6760,SF,T,F,0,ShADadFfR,47,42208,35,8172,-,6,WeMoInsightSwitch2
CxZ7Jx20qSQgPnSeTd,4168,3475,tcp,-,0.307394,349,13,SF,T,F,0,ShADadFf,6,601,4,185,-,6,WeMoInsightSwitch2
CvVDZB3UKqiguEP5B2,3076,53,udp,dns,6.932649,120,0,S0,T,T,0,Dc,4,232,0,0,-,17,WeMoInsightSwitch2
CZpuev3qJNbJ6jm4hl,3689,8443,tcp,ssl,1.091521,18914,6472,SF,T,F,0,ShADadFfR,30,20126,24,7444,-,6,WeMoInsightSwitch2
CCraqB2Uxcn6aiDfr,3076,53,udp,dns,0.953951,64,0,S0,T,T,0,Dc,2,120,0,0,-,17,WeMoInsightSwitch2
CCogrI1o8Zqv3mMsa6,3704,8443,tcp,ssl,1.064899,21356,5800,SF,T,F,0,ShADadFfR,30,22568,25,6812,-,6,WeMoInsightSwitch2
CWHy4w2mfGgHjrBZWa,3131,443,tcp,ssl,2.173162,84074,6019,SF,T,F,0,ShADadFfR,80,87286,61,8471,-,6,WeMoInsightSwitch2
CxlG7y1ZcoeZc61eCe,3123,8443,tcp,ssl,2.391400,107007,6365,S1,T,F,0,ShADad,95,110819,60,8777,-,6,WeMoInsightSwitch2
CMFNwH2FBe4oVqOig,4534,3478,tcp,-,0.378902,204,244,S1,T,F,0,ShADad,6,456,4,416,-,6,WeMoInsightSwitch2
C49gty1CBFmxJEjhzi,8,0,icmp,-,1.015893,112,112,OTH,T,F,0,-,2,168,2,168,-,1,WeMoInsightSwitch2
CECqJt1rzKQz3I3ddk,0,0,unknown_transport,-,8.141854,0,0,OTH,T,T,0,-,2,80,0,0,-,2,WeMoInsightSwitch2
CixLyRUaHma7Smm8f,3074,123,udp,ntp,0.014246,48,48,SF,T,F,0,Dd,1,76,1,76,-,17,WeMoInsightSwitch2
CAfytL3pwb0hCf2VM9,8,0,icmp,-,-,-,-,OTH,T,T,0,-,1,48,0,0,-,1,WeMoInsightSwitch2
C5rm4Z12u8fl19Jdmi,3075,1900,udp,-,0.240516,11656,0,S0,T,T,0,D,30,12496,0,0,-,17,WeMoInsightSwitch2
CHBftU1YeEJpiWzQYe,123,123,udp,ntp,0.014145,48,48,SF,T,F,0,Dd,1,76,1,76,-,17,WeMoInsightSwitch2
Cuf0Na1OrbaVtQsb1b,3074,123,udp,ntp,-,-,-,S0,T,F,0,D,1,76,0,0,-,17,WeMoInsightSwitch2
CXPBtL3iYYdIisXDfe,68,67,udp,-,-,-,-,OTH,T,T,0,^c,0,0,0,0,-,17,WeMoInsightSwitch2
CpZjci2l2cVQZ1c78d,68,67,udp,dhcp,2.779890,600,0,S0,T,T,0,D,2,656,0,0,-,17,WeMoInsightSwitch2
Cxs3lblcakZvqja34,68,67,udp,-,-,-,-,OTH,T,T,0,^c,0,0,0,0,-,17,EdnetCam1
CKYZUG2W7ByGEJFvR5,133,134,icmp,-,3.995317,16,0,OTH,T,F,0,-,2,112,0,0,-,58,EdnetCam1
C2YJMbnkesVmEzfmg,3072,69,udp,-,6.912480,270,0,S0,T,T,0,D,10,550,0,0,-,17,EdnetCam1
Cu6tr32ZuXP4x3vdd5,68,67,udp,dhcp,0.030321,1096,0,S0,T,T,0,D,2,1152,0,0,-,17,EdnetCam1
CAs25z1mfjjwkhCze5,143,0,icmp,-,-,-,-,OTH,T,F,0,-,1,76,0,0,-,58,EdnetCam1
CkOQyK14yJuwotHL2k,5353,5353,udp,dns,-,-,-,S0,T,T,0,D,1,139,0,0,-,17,D-LinkDayCam
CrK46t1pCkv1rbRuFh,5353,5353,udp,dns,23.743859,2194,0,S0,T,T,0,D,14,2586,0,0,-,17,D-LinkDayCam
CfzHen4rqVXX4dlVJ5,62976,62976,udp,-,8.999102,220,0,S0,T,T,0,D,10,500,0,0,-,17,D-LinkDayCam
CCDCLm1e8BnCiZ0Ihe,2267,1900,udp,-,0.000244,411,0,S0,T,T,0,D,3,495,0,0,-,17,D-LinkDayCam
CnXIBJ2clizvJuvMF5,62976,12345,udp,-,-,-,-,S0,T,T,0,D,1,156,0,0,-,17,D-LinkDayCam
CkVdV148ojW79wr5Rd,68,67,udp,dhcp,0.023967,1096,0,S0,T,T,0,D,2,1152,0,0,-,17,D-LinkDayCam
CotnH62zf5IW1c2pM2,3086,1900,udp,-,1.014908,3339,0,S0,T,T,0,D,12,3675,0,0,-,17,D-LinkDayCam
CFXWxM2x42RPgu0wjb,0,0,unknown_transport,-,-,-,-,OTH,T,T,0,-,1,40,0,0,-,2,D-LinkDayCam
CRdUTPtBrjb7GZIG5,0,0,unknown_transport,-,8.707982,0,0,OTH,T,T,0,-,7,296,0,0,-,2,D-LinkDayCam
CVBrL23B7SuxfiheCi,4606,8059,tcp,-,2.996380,0,0,S0,T,T,0,S,2,104,0,0,-,6,WeMoSwitch
CSmUWE4i86Uaey87m2,4607,8059,tcp,-,2.999644,0,0,S0,T,T,0,S,2,104,0,0,-,6,WeMoSwitch
C5oFNd4pw5uU8Rvb6l,4608,8059,tcp,-,2.995400,0,0,S0,T,T,0,S,2,104,0,0,-,6,WeMoSwitch
CVCGF9Jxb4QTBN5Vb,4609,8059,tcp,-,2.998327,0,0,S0,T,T,0,S,2,104,0,0,-,6,WeMoSwitch
CiG5nl2uaToboaYVNc,4610,8059,tcp,-,2.999048,0,0,S0,T,T,0,S,2,104,0,0,-,6,WeMoSwitch
C7r8FBV9vbEYywgv1,3734,8443,tcp,ssl,2.672939,37340,6744,SF,T,F,0,ShADadFfR,46,39192,37,8236,-,6,WeMoSwitch
C88bl82geYiaz0abv5,20049,53,udp,dns,-,-,-,S0,T,T,0,Dc,1,58,0,0,-,17,WeMoSwitch
CSTpK52h6eVYdvCK48,4611,8059,tcp,-,2.996742,0,0,S0,T,T,0,S,2,104,0,0,-,6,WeMoSwitch
CRNfkl2sATVfMVdkLg,4612,8059,tcp,-,2.998090,0,0,S0,T,T,0,S,2,104,0,0,-,6,WeMoSwitch
CesVuF2rpTyhHuRsm9,4613,8059,tcp,-,2.998455,0,0,S0,T,T,0,S,2,104,0,0,-,6,WeMoSwitch
Cgw0Cr4QjzvWuEt8tf,4614,8059,tcp,-,2.998886,0,0,S0,T,T,0,S,2,104,0,0,-,6,WeMoSwitch
CmTvY9ltqOPFyG9Uj,4615,8059,tcp,-,2.998929,0,0,S0,T,T,0,S,2,104,0,0,-,6,WeMoSwitch
CpIg7u275qTmnF0Re,4616,8059,tcp,-,2.999851,0,0,S0,T,T,0,S,2,104,0,0,-,6,WeMoSwitch
CC7IHe1dIIPmH8Hff2,4618,8059,tcp,-,2.997306,0,0,S0,T,T,0,S,2,104,0,0,-,6,WeMoSwitch
